CITY,COUNTY,Atlas_Total_Disaster_Declarations,POPULATION,Infra_Airports_Total,Infra_Airports_In_Floodplain_2025,Infra_Airports_Pct_2025,Infra_Airports_In_Floodplain_2050,Infra_Airports_Pct_2050,Infra_Hospitals_Total,Infra_Hospitals_In_Floodplain_2025,Infra_Hospitals_Pct_2025,Infra_Hospitals_In_Floodplain_2050,Infra_Hospitals_Pct_2050,Infra_Contaminated_Sites_Total,Infra_Contaminated_Sites_In_Floodplain_2025,Infra_Contaminated_Sites_Pct_2025,Infra_Contaminated_Sites_In_Floodplain_2050,Infra_Contaminated_Sites_Pct_2050,Infra_Libraries_Total,Infra_Libraries_In_Floodplain_2025,Infra_Libraries_Pct_2025,Infra_Libraries_In_Floodplain_2050,Infra_Libraries_Pct_2050,Infra_Parks_Total,Infra_Parks_In_Floodplain_2025,Infra_Parks_Pct_2025,Infra_Parks_In_Floodplain_2050,Infra_Parks_Pct_2050,Infra_Power_Plants_Total,Infra_Power_Plants_In_Floodplain_2025,Infra_Power_Plants_Pct_2025,Infra_Power_Plants_In_Floodplain_2050,Infra_Power_Plants_Pct_2050,Infra_Schools_Total,Infra_Schools_In_Floodplain_2025,Infra_Schools_Pct_2025,Infra_Schools_In_Floodplain_2050,Infra_Schools_Pct_2050,Infra_Hazardous_Waste_Total,Infra_Hazardous_Waste_In_Floodplain_2025,Infra_Hazardous_Waste_Pct_2025,Infra_Hazardous_Waste_In_Floodplain_2050,Infra_Hazardous_Waste_Pct_2050,Infra_Landfills_Total,Infra_Landfills_In_Floodplain_2025,Infra_Landfills_Pct_2025,Infra_Landfills_In_Floodplain_2050,Infra_Landfills_Pct_2050,Infra_Superfund_Sites_Total,Infra_Superfund_Sites_In_Floodplain_2025,Infra_Superfund_Sites_Pct_2025,Infra_Superfund_Sites_In_Floodplain_2050,Infra_Superfund_Sites_Pct_2050,Infra_Wastewater_Treatment_Total,Infra_Wastewater_Treatment_In_Floodplain_2025,Infra_Wastewater_Treatment_Pct_2025,Infra_Wastewater_Treatment_In_Floodplain_2050,Infra_Wastewater_Treatment_Pct_2050,Infra_Police_Stations_Total,Infra_Police_Stations_In_Floodplain_2025,Infra_Police_Stations_Pct_2025,Infra_Police_Stations_In_Floodplain_2050,Infra_Police_Stations_Pct_2050,Infra_Fire_Departments_Total,Infra_Fire_Departments_In_Floodplain_2025,Infra_Fire_Departments_Pct_2025,Infra_Fire_Departments_In_Floodplain_2050,Infra_Fire_Departments_Pct_2050,County_FEMA_Total,County_FEMA_Per_Capita,County_SVI_2022,blueacres,OUTREACH_TIER,PRIORITY_RANK,Fact1,Fact2,Fact3
Ogdensburg Borough,Sussex,7,"2,310",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,2,50.00%,2,50.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,13164892,91,0.05,,C_LOWER_URGENCY,440,"<strong>2 assets (28.6%)</strong> already sit in flood zones, a level that holds through 2050.",,
Old Bridge Township,Middlesex,6,"70,506",1,,0.00%,,0.00%,1,,0.00%,,0.00%,37,6,16.22%,7,18.92%,2,,0.00%,1,50.00%,9,7,77.78%,7,77.78%,2,,0.00%,,0.00%,27,,0.00%,2,7.41%,2,,0.00%,,0.00%,3,1,33.33%,1,33.33%,4,2,50.00%,1,25.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,9,,0.00%,,0.00%,332881646,387,0.66,,C_LOWER_URGENCY,298,"<strong>16 assets (16.3%)</strong> sit in flood zones today. That rises to 19 (19.4%), <strong>adding 3 facilities by 2050</strong>.",,
Old Tappan Borough,Bergen,8,"6,342",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,2,50.00%,2,50.00%,1,,0.00%,,0.00%,3,1,33.33%,2,66.67%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,386547358,406,0.44,,B_UNDER_RADAR,240,"<strong>3 assets (23.1%)</strong> sit in flood zones today. That rises to 4 (30.8%), <strong>adding 1 facilities by 2050</strong>.",,
Oldmans Township,Salem,6,"1,946",0,,0.00%,,0.00%,0,,0.00%,,0.00%,16,4,25.00%,7,43.75%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,5624464,87,0.67,,B_UNDER_RADAR,158,"<strong>5 assets (20%)</strong> sit in flood zones today. That rises to 9 (36%), <strong>adding 4 facilities by 2050</strong>.",Oldmans Township's <strong>only Superfund site</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Oradell Borough,Bergen,8,"8,344",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,2,50.00%,2,50.00%,1,,0.00%,,0.00%,6,2,33.33%,2,33.33%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,386547358,406,0.44,,C_LOWER_URGENCY,403,"<strong>4 assets (23.5%)</strong> already sit in flood zones, a level that holds through 2050.",,
Oxford Township,Warren,8,"2,477",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,3,50.00%,3,50.00%,1,1,100.00%,1,100.00%,4,2,50.00%,2,50.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,17216149,157,0.25,,B_UNDER_RADAR,172,"<strong>6 assets (35.3%)</strong> sit in flood zones today. That rises to 8 (47.1%), <strong>adding 2 facilities by 2050</strong>.",Oxford Township's <strong>only wastewater treatment center</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Palisades Park Borough,Bergen,8,"20,520",0,,0.00%,,0.00%,0,,0.00%,,0.00%,10,4,40.00%,5,50.00%,1,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,4,,0.00%,1,25.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,386547358,406,0.44,,B_UNDER_RADAR,174,"<strong>6 assets (31.6%)</strong> sit in flood zones today. That rises to 8 (42.1%), <strong>adding 2 facilities by 2050</strong>.",,
Palmyra Borough,Burlington,8,"7,587",0,,0.00%,,0.00%,0,,0.00%,,0.00%,10,5,50.00%,10,100.00%,0,,0.00%,,0.00%,5,2,40.00%,2,40.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,1,,0.00%,,0.00%,21195327,46,0.24,,B_UNDER_RADAR,99,"<strong>8 assets (34.8%)</strong> sit in flood zones today. That rises to 13 (56.5%), <strong>pushing over half (56.5%) of the city's public assets into flood risk by 2050</strong>.",,
Paramus Borough,Bergen,8,"26,786",0,,0.00%,,0.00%,1,,0.00%,,0.00%,32,10,31.25%,18,56.25%,2,,0.00%,,0.00%,17,4,23.53%,11,64.71%,0,,0.00%,,0.00%,28,2,7.14%,5,17.86%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,1,25.00%,386547358,406,0.44,,B_UNDER_RADAR,28,"<strong>16 assets (18.8%)</strong> sit in flood zones today. That rises to 35 (41.2%), <strong>more than doubling exposure and adding 19 facilities by 2050</strong>.",,
Park Ridge Borough,Bergen,8,"9,634",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,4,4,100.00%,4,100.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,1,100.00%,1,100.00%,386547358,406,0.44,,B_UNDER_RADAR,198,"<strong>5 assets (35.7%)</strong> sit in flood zones today. That rises to 6 (42.9%), <strong>adding 1 facilities by 2050</strong>.",,
Parsippany-Troy Hills Township,Morris,9,"56,729",0,,0.00%,,0.00%,1,,0.00%,,0.00%,27,3,11.11%,7,25.93%,3,,0.00%,1,33.33%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,17,,0.00%,1,5.88%,1,,0.00%,1,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,1,50.00%,1,,0.00%,,0.00%,9,,0.00%,3,33.33%,83623155,164,0.17,,C_LOWER_URGENCY,319,"<strong>3 assets (4.6%)</strong> sit in flood zones today. That rises to 14 (21.5%), <strong>more than doubling exposure and adding 11 facilities by 2050</strong>.",Parsippany-Troy Hills Township's <strong>only solid & hazardous waste site</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Passaic City,Passaic,7,"70,722",0,,0.00%,,0.00%,3,1,33.33%,1,33.33%,35,6,17.14%,10,28.57%,2,,0.00%,,0.00%,7,3,42.86%,5,71.43%,0,,0.00%,,0.00%,32,2,6.25%,4,12.50%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,68625167,132,0.91,,C_LOWER_URGENCY,296,"<strong>12 assets (14.6%)</strong> sit in flood zones today. That rises to 20 (24.4%), <strong>adding 8 facilities by 2050</strong>.",,
Paterson City,Passaic,7,"160,463",0,,0.00%,,0.00%,3,1,33.33%,1,33.33%,153,25,16.34%,54,35.29%,5,,0.00%,1,20.00%,32,12,37.50%,19,59.38%,2,1,50.00%,1,50.00%,67,2,2.99%,15,22.39%,4,2,50.00%,2,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,1,50.00%,2,100.00%,6,2,33.33%,2,33.33%,68625167,132,0.91,24,A_METRO_CRISIS,6,"<strong>46 assets (16.8%)</strong> sit in flood zones today. That rises to 97 (35.4%), <strong>more than doubling exposure and adding 51 facilities by 2050</strong>.",,
Paulsboro Borough,Gloucester,7,"6,316",0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,10,3,30.00%,6,60.00%,1,1,100.00%,1,100.00%,4,1,25.00%,2,50.00%,0,,0.00%,,0.00%,5,,0.00%,2,40.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,2,,0.00%,1,50.00%,15892563,53,0.22,,B_UNDER_RADAR,78,"<strong>8 assets (30.8%)</strong> sit in flood zones today. That rises to 15 (57.7%), <strong>pushing over half (57.7%) of the city's public assets into flood risk by 2050</strong>.",Paulsboro Borough's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,Paulsboro Borough's <strong>only hospital</strong> is already in a flood zone today and remains at risk through 2050.
Peapack-Gladstone Borough,Somerset,7,"2,602",0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,1,,0.00%,,0.00%,4,3,75.00%,4,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,75802442,220,0.19,,B_UNDER_RADAR,219,"<strong>4 assets (26.7%)</strong> sit in flood zones today. That rises to 5 (33.3%), <strong>adding 1 facilities by 2050</strong>.",,
Pemberton Borough,Burlington,8,"1,392",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,21195327,46,0.24,,B_UNDER_RADAR,280,"<strong>1 assets (33.3%)</strong> already sit in flood zones, a level that holds through 2050.",,
Pemberton Township,Burlington,8,"27,333",1,,0.00%,,0.00%,4,,0.00%,,0.00%,18,2,11.11%,8,44.44%,1,,0.00%,,0.00%,11,6,54.55%,7,63.64%,5,,0.00%,,0.00%,12,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,1,100.00%,2,1,50.00%,1,50.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,21195327,46,0.24,,C_LOWER_URGENCY,306,"<strong>9 assets (14.8%)</strong> sit in flood zones today. That rises to 17 (27.9%), <strong>adding 8 facilities by 2050</strong>.",Pemberton Township's <strong>only Superfund site</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Pennington Borough,Mercer,6,"2,906",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,32332311,84,0.74,,C_LOWER_URGENCY,447,"<strong>2 assets (20%)</strong> already sit in flood zones, a level that holds through 2050.",,
Penns Grove Borough,Salem,6,"4,921",0,,0.00%,,0.00%,0,,0.00%,,0.00%,15,7,46.67%,13,86.67%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,1,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,5624464,87,0.67,,B_UNDER_RADAR,66,"<strong>9 assets (45%)</strong> sit in flood zones today. That rises to 17 (85%), <strong>pushing over half (85%) of the city's public assets into flood risk by 2050</strong>.",Penns Grove Borough's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Pennsauken Township,Camden,5,"37,665",0,,0.00%,,0.00%,0,,0.00%,,0.00%,48,13,27.08%,18,37.50%,1,,0.00%,,0.00%,3,3,100.00%,3,100.00%,3,,0.00%,,0.00%,14,1,7.14%,1,7.14%,2,1,50.00%,1,50.00%,2,1,50.00%,1,50.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,5,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,290,"<strong>19 assets (23.5%)</strong> sit in flood zones today. That rises to 24 (29.6%), <strong>adding 5 facilities by 2050</strong>.",,
Pennsville Township,Salem,6,"12,855",0,,0.00%,,0.00%,0,,0.00%,,0.00%,9,6,66.67%,6,66.67%,1,,0.00%,1,100.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,5,1,20.00%,3,60.00%,2,1,50.00%,1,50.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,3,3,100.00%,3,100.00%,5624464,87,0.67,,B_UNDER_RADAR,63,"<strong>14 assets (56%)</strong> sit in flood zones today. That rises to 18 (72%), <strong>72% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",Pennsville Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Pequannock Township,Morris,9,"15,741",0,,0.00%,,0.00%,1,,0.00%,1,100.00%,4,2,50.00%,2,50.00%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,8,1,12.50%,3,37.50%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,83623155,164,0.17,,B_UNDER_RADAR,175,"<strong>5 assets (25%)</strong> sit in flood zones today. That rises to 8 (40%), <strong>adding 3 facilities by 2050</strong>.",Pequannock Township's <strong>only hospital</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,Pequannock Township's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.
Perth Amboy City,Middlesex,6,"56,939",0,,0.00%,,0.00%,5,,0.00%,,0.00%,58,9,15.52%,17,29.31%,1,,0.00%,,0.00%,8,2,25.00%,2,25.00%,3,,0.00%,,0.00%,18,,0.00%,1,5.56%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,332881646,387,0.66,,C_LOWER_URGENCY,297,"<strong>11 assets (11.2%)</strong> sit in flood zones today. That rises to 20 (20.4%), <strong>adding 9 facilities by 2050</strong>.",,
Phillipsburg Town,Warren,8,"15,393",0,,0.00%,,0.00%,2,,0.00%,,0.00%,18,1,5.56%,2,11.11%,1,,0.00%,,0.00%,6,2,33.33%,2,33.33%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,5,,0.00%,,0.00%,17216149,157,0.25,,C_LOWER_URGENCY,392,"<strong>4 assets (9.8%)</strong> sit in flood zones today. That rises to 5 (12.2%), <strong>adding 1 facilities by 2050</strong>.",Phillipsburg Town's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Pilesgrove Township,Salem,6,"4,267",1,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,5624464,87,0.67,,C_LOWER_URGENCY,532,,,
Pine Beach Borough,Ocean,6,"2,214",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,3,2,66.67%,3,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,278969403,437,0.41,,B_UNDER_RADAR,253,"<strong>2 assets (28.6%)</strong> sit in flood zones today. That rises to 3 (42.9%), <strong>adding 1 facilities by 2050</strong>.",,
Pine Hill Borough,Camden,5,"10,894",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,2,66.67%,0,,0.00%,,0.00%,4,,0.00%,1,25.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,427,"<strong>1 assets (7.1%)</strong> sit in flood zones today. That rises to 3 (21.4%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",,
Piscataway Township,Middlesex,6,"62,733",0,,0.00%,,0.00%,1,,0.00%,,0.00%,48,3,6.25%,11,22.92%,2,,0.00%,,0.00%,3,1,33.33%,1,33.33%,9,,0.00%,,0.00%,25,,0.00%,1,4.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,8,,0.00%,1,12.50%,332881646,387,0.66,,C_LOWER_URGENCY,316,"<strong>5 assets (5%)</strong> sit in flood zones today. That rises to 15 (15%), <strong>more than doubling exposure and adding 10 facilities by 2050</strong>.",Piscataway Township's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.,
Pitman Borough,Gloucester,7,"8,943",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,1,,0.00%,,0.00%,7,3,42.86%,3,42.86%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,15892563,53,0.22,,C_LOWER_URGENCY,433,"<strong>3 assets (13.6%)</strong> already sit in flood zones, a level that holds through 2050.",,
Pittsgrove Township,Salem,6,"8,972",1,,0.00%,,0.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,5624464,87,0.67,,C_LOWER_URGENCY,496,"<strong>1 assets (5.9%)</strong> already sit in flood zones, a level that holds through 2050.",,
